edge,title
"('University of Nebraska Lincoln', 'USA')",FROM
"('University of Nebraska Lincoln', 'r3d100011676')",GENERAL_RESPONSIBILITY
"('University of New Hampshire', 'USA')",FROM
"('University of New Hampshire', 'r3d100013130')",TECHNICAL_RESPONSIBILITY
"('University of New Hampshire', 'r3d100011676')",GENERAL_RESPONSIBILITY
"('National Aeronautics and Space Administration, Ocean Biology Processing Group', 'USA')",FROM
"('National Aeronautics and Space Administration, Ocean Biology Processing Group', 'r3d100011683')",TECHNICAL_RESPONSIBILITY
"(""Consiglio Nazionale delle Ricerche, Dipartimento Scienze del Sistema Terra e Tecnologie per l'Ambiente"", 'ITA')",FROM
"(""Consiglio Nazionale delle Ricerche, Dipartimento Scienze del Sistema Terra e Tecnologie per l'Ambiente"", 'r3d100011684')",TECHNICAL_RESPONSIBILITY
"('United Nations Environment Programmme', 'AAA')",FROM
"('United Nations Environment Programmme', 'r3d100011684')",FUNDING_RESPONSIBILITY
"('Institut Pierre Simon Laplace, Ensemble de Services Pour la Recherche', 'FRA')",FROM
"('Institut Pierre Simon Laplace, Ensemble de Services Pour la Recherche', 'r3d100011686')",TECHNICAL_RESPONSIBILITY
"('Université de Lille, Institut de Création Audiovisuelle en Recherche et Enseignement', 'FRA')",FROM
"('Université de Lille, Institut de Création Audiovisuelle en Recherche et Enseignement', 'r3d100011686')",TECHNICAL_RESPONSIBILITY
"('Global Climate Observing System', 'AAA')",FROM
"('Global Climate Observing System', 'r3d100011687')",GENERAL_RESPONSIBILITY
"('World Climate Research Programme', 'AAA')",FROM
"('World Climate Research Programme', 'r3d100011687')",GENERAL_RESPONSIBILITY
"('World Meteorological Organization', 'AAA')",FROM
"('World Meteorological Organization', 'r3d100011687')",FUNDING_RESPONSIBILITY
"('Bolin Centre for Climate Researh', 'SWE')",FROM
"('Bolin Centre for Climate Researh', 'r3d100011699')",GENERAL_RESPONSIBILITY
"('KTH Royal Institute of Technology,   FLOW', 'SWE')",FROM
"('KTH Royal Institute of Technology,   FLOW', 'r3d100011699')",GENERAL_RESPONSIBILITY
"('Stockholm University', 'SWE')",FROM
"('Stockholm University', 'r3d100011699')",GENERAL_RESPONSIBILITY
"('Swedish Meteorological and Hydrological Institute, Rossby Centre', 'SWE')",FROM
"('Swedish Meteorological and Hydrological Institute, Rossby Centre', 'r3d100011699')",GENERAL_RESPONSIBILITY
"('National Oceanic and Atmospheric Administration, National Centers for Environmental Information', 'USA')",FROM
"('National Oceanic and Atmospheric Administration, National Centers for Environmental Information', 'r3d100011704')",TECHNICAL_RESPONSIBILITY
"('Lawrence Livermore National Laboratory, Program for Climate Model Diagnosis and Intercomparison', 'USA')",FROM
"('Lawrence Livermore National Laboratory, Program for Climate Model Diagnosis and Intercomparison', 'r3d100011705')",TECHNICAL_RESPONSIBILITY
"('Met Office Hadley Centre', 'GBR')",FROM
"('Met Office Hadley Centre', 'r3d100011705')",TECHNICAL_RESPONSIBILITY
"(""U.S. Department of Energy's Office of Science, Biological and Environmental Research, Climate and Environmental Sciences Division,  Regional and Global Climate Modeling  Program"", 'USA')",FROM
"(""U.S. Department of Energy's Office of Science, Biological and Environmental Research, Climate and Environmental Sciences Division,  Regional and Global Climate Modeling  Program"", 'r3d100011705')",FUNDING_RESPONSIBILITY
"('Centre for Ecology & Hydrology', 'GBR')",FROM
"('Centre for Ecology & Hydrology', 'r3d100011721')",TECHNICAL_RESPONSIBILITY
"('Natural Environment Research Council', 'GBR')",FROM
"('Natural Environment Research Council', 'r3d100011721')",FUNDING_RESPONSIBILITY
"('Natural Environment Research Council', 'r3d100012305')",FUNDING_RESPONSIBILITY
"('European Centre for Medium-Range Weather Forecasts', 'EEC')",FROM
"('European Centre for Medium-Range Weather Forecasts', 'r3d100011726')",TECHNICAL_RESPONSIBILITY
"('Columbia University in the City of New York', 'USA')",FROM
"('Columbia University in the City of New York', 'r3d100011739')",GENERAL_RESPONSIBILITY
"('NASA Goddard Institute for Space Studies', 'USA')",FROM
"('NASA Goddard Institute for Space Studies', 'r3d100011739')",GENERAL_RESPONSIBILITY
"('Trinnovim LLC', 'USA')",FROM
"('Trinnovim LLC', 'r3d100011739')",TECHNICAL_RESPONSIBILITY
"('Fondation BNP Paribas', 'FRA')",FROM
"('Fondation BNP Paribas', 'r3d100011741')",FUNDING_RESPONSIBILITY
"('Global Carbon Project', 'AAA')",FROM
"('Global Carbon Project', 'r3d100011741')",GENERAL_RESPONSIBILITY
"('National Collaborative Research Infrastructure Strategy', 'AUS')",FROM
"('National Collaborative Research Infrastructure Strategy', 'r3d100011749')",GENERAL_RESPONSIBILITY
"('National Oceanic and Atmospheric Administration, National Centers for Environmental Prediction', 'USA')",FROM
"('National Oceanic and Atmospheric Administration, National Centers for Environmental Prediction', 'r3d100011759')",GENERAL_RESPONSIBILITY
"('National Weather Service', 'USA')",FROM
"('National Weather Service', 'r3d100011759')",GENERAL_RESPONSIBILITY
"('U.S. Department of Commerce | National Oceanic and Atmospheric Administration | Earth System Research Laboratory | Physical Sciences Division', 'USA')",FROM
"('U.S. Department of Commerce | National Oceanic and Atmospheric Administration | Earth System Research Laboratory | Physical Sciences Division', 'r3d100011763')",TECHNICAL_RESPONSIBILITY
"('NOAA, National Environmental Satellite, Data, and Information Service', 'USA')",FROM
"('NOAA, National Environmental Satellite, Data, and Information Service', 'r3d100011764')",TECHNICAL_RESPONSIBILITY
"('Natonal Oceanic and Atmospheric Administration, National Centers for Environmental Information', 'USA')",FROM
"('Natonal Oceanic and Atmospheric Administration, National Centers for Environmental Information', 'r3d100011764')",GENERAL_RESPONSIBILITY
"('USA.gov', 'USA')",FROM
"('USA.gov', 'r3d100011764')",FUNDING_RESPONSIBILITY
"('NOAA Earth System Research Laboratory', 'USA')",FROM
"('NOAA Earth System Research Laboratory', 'r3d100011781')",GENERAL_RESPONSIBILITY
"('Centre for Ecology and Hydrology', 'GBR')",FROM
"('Centre for Ecology and Hydrology', 'r3d100011790')",TECHNICAL_RESPONSIBILITY
"('European Commission, Research & Innovation, Sixth Framework Programm', 'EEC')",FROM
"('European Commission, Research & Innovation, Sixth Framework Programm', 'r3d100011790')",FUNDING_RESPONSIBILITY
"('Ashoka Trust for Research in Ecology and the Environment', 'IND')",FROM
"('Ashoka Trust for Research in Ecology and the Environment', 'r3d100011791')",GENERAL_RESPONSIBILITY
"('International Center for Tropical Agriculture', 'AAA')",FROM
"('International Center for Tropical Agriculture', 'r3d100011791')",GENERAL_RESPONSIBILITY
"('National Herbarium of the Netherlands', 'NLD')",FROM
"('National Herbarium of the Netherlands', 'r3d100011791')",GENERAL_RESPONSIBILITY
"('NatureServe', 'USA')",FROM
"('NatureServe', 'r3d100011791')",FUNDING_RESPONSIBILITY
"('Rainforest CRS', 'AUS')",FROM
"('Rainforest CRS', 'r3d100011791')",GENERAL_RESPONSIBILITY
"('Reference Center on Environmental Information', 'BRA')",FROM
"('Reference Center on Environmental Information', 'r3d100011791')",GENERAL_RESPONSIBILITY
"('University of California, Berkeley, Museum of Vertebrate Zoology', 'USA')",FROM
"('University of California, Berkeley, Museum of Vertebrate Zoology', 'r3d100011791')",TECHNICAL_RESPONSIBILITY
"('Koninklijk Nederlands Meteorologisch Instituut', 'NLD')",FROM
"('Koninklijk Nederlands Meteorologisch Instituut', 'r3d100011879')",GENERAL_RESPONSIBILITY
"('Albert-Ludwigs-University Freiburg, Department of Physical Geography', 'DEU')",FROM
"('Albert-Ludwigs-University Freiburg, Department of Physical Geography', 'r3d100011959')",TECHNICAL_RESPONSIBILITY
"('Albert-Ludwigs-University Freiburg, University Library', 'DEU')",FROM
"('Albert-Ludwigs-University Freiburg, University Library', 'r3d100011959')",GENERAL_RESPONSIBILITY
"('Augsburg University, Institute of Geography', 'DEU')",FROM
"('Augsburg University, Institute of Geography', 'r3d100011959')",GENERAL_RESPONSIBILITY
"('German Research Foundation', 'DEU')",FROM
"('German Research Foundation', 'r3d100011959')",FUNDING_RESPONSIBILITY
"('Hochschule Esslingen', 'DEU')",FROM
"('Hochschule Esslingen', 'r3d100011959')",GENERAL_RESPONSIBILITY
"('Leibniz Institute for Regional Geography', 'DEU')",FROM
"('Leibniz Institute for Regional Geography', 'r3d100011959')",GENERAL_RESPONSIBILITY
"('Helmholtz-Zentrum hereon GmbH', 'DEU')",FROM
"('Helmholtz-Zentrum hereon GmbH', 'r3d100011966')",TECHNICAL_RESPONSIBILITY
"('Canadian Centre for Climate Modelling and Analysis', 'CAN')",FROM
"('Canadian Centre for Climate Modelling and Analysis', 'r3d100012090')",GENERAL_RESPONSIBILITY
"(""WCRP's Working Group on Coupled Modelling, Coupled Model Intercomparison Project Phase 5"", 'CAN')",FROM
"(""WCRP's Working Group on Coupled Modelling, Coupled Model Intercomparison Project Phase 5"", 'r3d100012090')",TECHNICAL_RESPONSIBILITY
"('Atmospheric Science Data Center', 'USA')",FROM
"('Atmospheric Science Data Center', 'r3d100012138')",TECHNICAL_RESPONSIBILITY
"('Land Processes Distributed Active Archive Center', 'USA')",FROM
"('Land Processes Distributed Active Archive Center', 'r3d100012138')",TECHNICAL_RESPONSIBILITY
"('Level 1 and Atmosphere Archive and Distribution System', 'USA')",FROM
"('Level 1 and Atmosphere Archive and Distribution System', 'r3d100012138')",TECHNICAL_RESPONSIBILITY
"('NASA  Ocean Color Web', 'USA')",FROM
"('NASA  Ocean Color Web', 'r3d100012138')",TECHNICAL_RESPONSIBILITY
"('National Snow and Ice Data Center', 'USA')",FROM
"('National Snow and Ice Data Center', 'r3d100012138')",TECHNICAL_RESPONSIBILITY
"('European Commission, Community Research and Development Information Service, Seventh Framework Programme - FP7, IS-ENES 2', 'EEC')",FROM
"('European Commission, Community Research and Development Information Service, Seventh Framework Programme - FP7, IS-ENES 2', 'r3d100012141')",FUNDING_RESPONSIBILITY
"('Infrastructure for the European Network for Earth System Modelling', 'EEC')",FROM
"('Infrastructure for the European Network for Earth System Modelling', 'r3d100012141')",GENERAL_RESPONSIBILITY
"(""NASA's Goddard Space Flight Center"", 'USA')",FROM
"(""NASA's Goddard Space Flight Center"", 'r3d100012163')",TECHNICAL_RESPONSIBILITY
"('Climate Change Centre Austria', 'AUT')",FROM
"('Climate Change Centre Austria', 'r3d100012288')",FUNDING_RESPONSIBILITY
"('Zentralanstalt für Meteorologie und Geodynamik', 'AUT')",FROM
"('Zentralanstalt für Meteorologie und Geodynamik', 'r3d100012288')",TECHNICAL_RESPONSIBILITY
"('Centre for Environmental Data Analysis', 'GBR')",FROM
"('Centre for Environmental Data Analysis', 'r3d100012305')",TECHNICAL_RESPONSIBILITY
"('National Centre for Atmospheric Science', 'GBR')",FROM
"('National Centre for Atmospheric Science', 'r3d100012305')",GENERAL_RESPONSIBILITY
"('National Centre for Earth Observation', 'GBR')",FROM
"('National Centre for Earth Observation', 'r3d100012305')",GENERAL_RESPONSIBILITY
"('Science and Technology Facilities Council', 'GBR')",FROM
"('Science and Technology Facilities Council', 'r3d100012305')",FUNDING_RESPONSIBILITY
"('SAHFOS', 'GBR')",FROM
"('SAHFOS', 'r3d100012340')",TECHNICAL_RESPONSIBILITY
"('California Institute of Technology, Jet Propulsion Laboratory', 'USA')",FROM
"('California Institute of Technology, Jet Propulsion Laboratory', 'r3d100012431')",TECHNICAL_RESPONSIBILITY
"('Goddard Earth Sciences Data and Information Services Center', 'USA')",FROM
"('Goddard Earth Sciences Data and Information Services Center', 'r3d100012431')",TECHNICAL_RESPONSIBILITY
"(""Centre national d'études spatiales"", 'FRA')",FROM
"(""Centre national d'études spatiales"", 'r3d100012490')",GENERAL_RESPONSIBILITY
"('Global Energy and Water Exchanges', 'AAA')",FROM
"('Global Energy and Water Exchanges', 'r3d100012491')",GENERAL_RESPONSIBILITY
"('National Aeronautics and Space Administration, Langley Research Center', 'USA')",FROM
"('National Aeronautics and Space Administration, Langley Research Center', 'r3d100012491')",GENERAL_RESPONSIBILITY
"('U.S. Department of Energy', 'USA')",FROM
"('U.S. Department of Energy', 'r3d100012498')",FUNDING_RESPONSIBILITY
"('University Corporation for Atmospheric Research - National Center for Atmospheric Research, Climate and Global Dynamics Laboratory', 'USA')",FROM
"('University Corporation for Atmospheric Research - National Center for Atmospheric Research, Climate and Global Dynamics Laboratory', 'r3d100012498')",TECHNICAL_RESPONSIBILITY
"('National Center for Atmospheric Research', 'USA')",FROM
"('National Center for Atmospheric Research', 'r3d100012585')",TECHNICAL_RESPONSIBILITY
"('National Center for Atmospheric Research', 'r3d100012500')",GENERAL_RESPONSIBILITY
"('Botanische Staatssammlung München', 'DEU')",FROM
"('Botanische Staatssammlung München', 'r3d100012561')",TECHNICAL_RESPONSIBILITY
"('Bundesministerium für Bildung und Forschung', 'DEU')",FROM
"('Bundesministerium für Bildung und Forschung', 'r3d100012561')",FUNDING_RESPONSIBILITY
"('Deutsche Forschungsgemeinschaft', 'DEU')",FROM
"('Deutsche Forschungsgemeinschaft', 'r3d100012561')",FUNDING_RESPONSIBILITY
"('Ludwig-Maximilians-Universität München, Fakultät für Biologie - Department I, Systematische Botanik und Mykologie', 'DEU')",FROM
"('Ludwig-Maximilians-Universität München, Fakultät für Biologie - Department I, Systematische Botanik und Mykologie', 'r3d100012561')",GENERAL_RESPONSIBILITY
"('Staatliche Naturwissenschaftliche Sammlungen Bayerns', 'DEU')",FROM
"('Staatliche Naturwissenschaftliche Sammlungen Bayerns', 'r3d100012561')",TECHNICAL_RESPONSIBILITY
"('Universität Bayreuth, Fakultät für Biologie, Chemie und Geowissenschaften,  Abteilung Mykologie', 'DEU')",FROM
"('Universität Bayreuth, Fakultät für Biologie, Chemie und Geowissenschaften,  Abteilung Mykologie', 'r3d100012561')",GENERAL_RESPONSIBILITY
"('Kelp Ecology Ecosystem Network', 'AAA')",FROM
"('Kelp Ecology Ecosystem Network', 'r3d100012594')",GENERAL_RESPONSIBILITY
"('Tasmanian Partnership for Advanced Computing', 'AUS')",FROM
"('Tasmanian Partnership for Advanced Computing', 'r3d100012594')",FUNDING_RESPONSIBILITY
"('University of Tasmania, Institute for Marine & Antarctic Studies', 'AUS')",FROM
"('University of Tasmania, Institute for Marine & Antarctic Studies', 'r3d100012594')",TECHNICAL_RESPONSIBILITY
"('Dataverse Project', 'AAA')",FROM
"('Dataverse Project', 'r3d100012800')",TECHNICAL_RESPONSIBILITY
"('Harvard University, Institute for Quantitave Social Science', 'USA')",FROM
"('Harvard University, Institute for Quantitave Social Science', 'r3d100012800')",TECHNICAL_RESPONSIBILITY
"('Ontario Council of University Libraries', 'CAN')",FROM
"('Ontario Council of University Libraries', 'r3d100012800')",TECHNICAL_RESPONSIBILITY
"(""Queen's University Library"", 'CAN')",FROM
"(""Queen's University Library"", 'r3d100012800')",GENERAL_RESPONSIBILITY
"('EarthCube', 'USA')",FROM
"('EarthCube', 'r3d100012894')",FUNDING_RESPONSIBILITY
"('Northern Arizona University, School of Earth Sciences and Environmental Sustainability', 'USA')",FROM
"('Northern Arizona University, School of Earth Sciences and Environmental Sustainability', 'r3d100012894')",GENERAL_RESPONSIBILITY
"('University of Southern California, Department of Earth Science', 'USA')",FROM
"('University of Southern California, Department of Earth Science', 'r3d100012894')",GENERAL_RESPONSIBILITY
"('University of Southern California, Information Science Institute', 'USA')",FROM
"('University of Southern California, Information Science Institute', 'r3d100012894')",GENERAL_RESPONSIBILITY
"('European Commission, Research & Innovation, Seventh Framework Programm - FP7', 'EEC')",FROM
"('European Commission, Research & Innovation, Seventh Framework Programm - FP7', 'r3d100012899')",FUNDING_RESPONSIBILITY
"('University of Ljubljana, Faculty of Mathematics and Physics', 'SVN')",FROM
"('University of Ljubljana, Faculty of Mathematics and Physics', 'r3d100012899')",GENERAL_RESPONSIBILITY
"('Havforskningsinstituttet', 'NOR')",FROM
"('Havforskningsinstituttet', 'r3d100012909')",GENERAL_RESPONSIBILITY
"('Nansen Environmental and Remote Sensing Center', 'NOR')",FROM
"('Nansen Environmental and Remote Sensing Center', 'r3d100012909')",GENERAL_RESPONSIBILITY
"('Uni Research', 'NOR')",FROM
"('Uni Research', 'r3d100012909')",GENERAL_RESPONSIBILITY
"('University of Bergen, Bjerknes Centre for Climate Research', 'NOR')",FROM
"('University of Bergen, Bjerknes Centre for Climate Research', 'r3d100012909')",GENERAL_RESPONSIBILITY
"('University of Bergen, Bjerknes Climate Data Centre', 'NOR')",FROM
"('University of Bergen, Bjerknes Climate Data Centre', 'r3d100012909')",GENERAL_RESPONSIBILITY
"('Centre of Excellence HPSC TerrSys, Simulation Laboratory Terrestrial Systems', 'DEU')",FROM
"('Centre of Excellence HPSC TerrSys, Simulation Laboratory Terrestrial Systems', 'r3d100012935')",GENERAL_RESPONSIBILITY
"('Forschungszentrum Jülich GmbH', 'DEU')",FROM
"('Forschungszentrum Jülich GmbH', 'r3d100012935')",GENERAL_RESPONSIBILITY
"('Forschungszentrum Jülich, Institute for Advanced Simulation, Jülich Supercomputing Centre', 'DEU')",FROM
"('Forschungszentrum Jülich, Institute for Advanced Simulation, Jülich Supercomputing Centre', 'r3d100012935')",TECHNICAL_RESPONSIBILITY
"('PhenoCam Project Team', 'USA')",FROM
"('PhenoCam Project Team', 'r3d100013130')",GENERAL_RESPONSIBILITY
"('Excellence Cluster Topoi', 'DEU')",FROM
"('Excellence Cluster Topoi', 'r3d100013158')",TECHNICAL_RESPONSIBILITY
"('Freie Universität Berlin, Institut für Meteorologie', 'DEU')",FROM
"('Freie Universität Berlin, Institut für Meteorologie', 'r3d100013158')",GENERAL_RESPONSIBILITY
"('CMCC Foundation', 'ITA')",FROM
"('CMCC Foundation', 'r3d100013232')",GENERAL_RESPONSIBILITY
"('U.S.  Department of Energy, Office of Science', 'USA')",FROM
"('U.S.  Department of Energy, Office of Science', 'r3d100013260')",FUNDING_RESPONSIBILITY
"('OpenGeoHub foundation', 'NLD')",FROM
"('OpenGeoHub foundation', 'r3d100013372')",TECHNICAL_RESPONSIBILITY
"('IsoArcH Association', 'AAA')",FROM
"('IsoArcH Association', 'r3d100013383')",GENERAL_RESPONSIBILITY
"('IsoArch Project Team', 'AAA')",FROM
"('IsoArch Project Team', 'r3d100013383')",GENERAL_RESPONSIBILITY
"(""European Union's Earth Observation Programme"", 'EEC')",FROM
"(""European Union's Earth Observation Programme"", 'r3d100013404')",GENERAL_RESPONSIBILITY
"('Mercator Ocean International', 'FRA')",FROM
"('Mercator Ocean International', 'r3d100013404')",TECHNICAL_RESPONSIBILITY
"('National Center for Ecological Analysis and Synthesis', 'USA')",FROM
"('National Center for Ecological Analysis and Synthesis', 'r3d100013469')",FUNDING_RESPONSIBILITY
"('University of Buffalo', 'USA')",FROM
"('University of Buffalo', 'r3d100013469')",GENERAL_RESPONSIBILITY
"('University of Florida', 'USA')",FROM
"('University of Florida', 'r3d100013469')",GENERAL_RESPONSIBILITY
"('Yale University', 'USA')",FROM
"('Yale University', 'r3d100013469')",TECHNICAL_RESPONSIBILITY
"('Otto-von-Guericke-Universität Magdeburg', 'DEU')",FROM
"('Otto-von-Guericke-Universität Magdeburg', 'r3d100013512')",TECHNICAL_RESPONSIBILITY
"('Reiner Lemoine Institut', 'DEU')",FROM
"('Reiner Lemoine Institut', 'r3d100013512')",TECHNICAL_RESPONSIBILITY
"('Finnish Meteorological Institute', 'FIN')",FROM
"('Finnish Meteorological Institute', 'r3d100013582')",GENERAL_RESPONSIBILITY
"('Berkeley Lab, Earth & Environmental Sciences Area', 'USA')",FROM
"('Berkeley Lab, Earth & Environmental Sciences Area', 'r3d100013636')",GENERAL_RESPONSIBILITY
"('U.S. Department of Energy, Office of Science, Office of Biological and Environmental Research', 'USA')",FROM
"('U.S. Department of Energy, Office of Science, Office of Biological and Environmental Research', 'r3d100013636')",FUNDING_RESPONSIBILITY
"('International Soil Carbon Network', 'AAA')",FROM
"('International Soil Carbon Network', 'r3d100013641')",TECHNICAL_RESPONSIBILITY
